Unnamed: 0.1,Unnamed: 0,Title,Start,End,Description,Web Page,Media,Media Caption,Media Credit,Tag,Place,Location,Source,Source URL
476,476,广东省深圳市南山区,11/29/2022,,"广东省深圳市南山区桃源村 
因疫情封控，今天早上发生一起冲突。
此刻 小区门口部署了大量警察和保安",,"<iframe src=""https://archive.org/embed/iug5vsXkAEFkEd"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-29 11:06:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省深圳市南山区,"22.55888775108264,113.95072266573632",,https://twitter.com/whyyoutouzhele/status/1597547596931035137#m
477,477,广东省深圳市南山区,11/29/2022,,"广东省深圳市南山区桃源村 
因疫情封控，今天早上发生一起冲突。
此刻 小区门口部署了大量警察和保安",,"<iframe src=""https://archive.org/embed/iug7plWYAAOdck"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-29 11:06:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省深圳市南山区,"22.55888775108264,113.95072266573632",,https://twitter.com/whyyoutouzhele/status/1597547596931035137#m
478,478,广东省深圳市南山区,11/29/2022,,"广东省深圳市南山区桃源村 
因疫情封控，今天早上发生一起冲突。
此刻 小区门口部署了大量警察和保安",,"<iframe src=""https://archive.org/embed/iug9lcX0AE1veL"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-29 11:06:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省深圳市南山区,"22.55888775108264,113.95072266573632",,https://twitter.com/whyyoutouzhele/status/1597547596931035137#m
479,479,浙江省杭州市,11/28/2022,,补充 杭州西湖 in77 现场被捕民众的近照,,"<iframe src=""https://archive.org/embed/irf3DSWAAoFjls"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 09:05:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597335787431133185#m
480,480,浙江省杭州市,11/28/2022,,补充 杭州西湖 in77 现场被捕民众的近照,,"<iframe src=""https://archive.org/embed/irgAmwXEAAmS1I"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 09:05:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597335787431133185#m
481,481,浙江杭州 银泰in77,11/28/2022,,"图一 目前通往in77 的主干道延安路 有大量交警正在进行交通管制
图二 这个是现在的现场，刚刚路过有人被抓了，没敢拍，从自行车后座被抓下来塞进了警车
图三 现场已经熄灯清场，不准其他人进入
图四  网友补充",,"<iframe src=""https://archive.org/embed/iqG1DUXwAMLtfj"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 02:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江杭州 银泰in77,"30.2573896,120.15875599598763",,https://twitter.com/whyyoutouzhele/status/1597237955633901568#m
482,482,浙江杭州 银泰in77,11/28/2022,,"图一 目前通往in77 的主干道延安路 有大量交警正在进行交通管制
图二 这个是现在的现场，刚刚路过有人被抓了，没敢拍，从自行车后座被抓下来塞进了警车
图三 现场已经熄灯清场，不准其他人进入
图四  网友补充",,"<iframe src=""https://archive.org/embed/iqHC47XEAAHkMT"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 02:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江杭州 银泰in77,"30.2573896,120.15875599598763",,https://twitter.com/whyyoutouzhele/status/1597237955633901568#m
483,483,浙江杭州 银泰in77,11/28/2022,,"图一 目前通往in77 的主干道延安路 有大量交警正在进行交通管制
图二 这个是现在的现场，刚刚路过有人被抓了，没敢拍，从自行车后座被抓下来塞进了警车
图三 现场已经熄灯清场，不准其他人进入
图四  网友补充",,"<iframe src=""https://archive.org/embed/iqHP33XkAQh5VA"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 02:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江杭州 银泰in77,"30.2573896,120.15875599598763",,https://twitter.com/whyyoutouzhele/status/1597237955633901568#m
484,484,浙江杭州 银泰in77,11/28/2022,,"图一 目前通往in77 的主干道延安路 有大量交警正在进行交通管制
图二 这个是现在的现场，刚刚路过有人被抓了，没敢拍，从自行车后座被抓下来塞进了警车
图三 现场已经熄灯清场，不准其他人进入
图四  网友补充",,"<iframe src=""https://archive.org/embed/iqHYBaXkAc0v40"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 02:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江杭州 银泰in77,"30.2573896,120.15875599598763",,https://twitter.com/whyyoutouzhele/status/1597237955633901568#m
485,485,浙江省杭州市,11/28/2022,,杭州 in77 目前情况,,"<iframe src=""https://archive.org/embed/iqDQ1gWAAII8PK"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 02:18:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597233410669694976#m
486,486,浙江省杭州市,11/28/2022,,杭州 in77 目前情况,,"<iframe src=""https://archive.org/embed/iqDUaEWQAAY_my"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 02:18:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597233410669694976#m
487,487,上海市乌鲁木齐中路,11/28/2022,,"上海  此刻
 乌鲁木齐中路",,"<iframe src=""https://archive.org/embed/ip0TGtXEAE-hQw"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 01:13:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597217184274874369#m
488,488,上海市乌鲁木齐中路,11/28/2022,,"上海  此刻
 乌鲁木齐中路",,"<iframe src=""https://archive.org/embed/ip0UzqX0AMolfn"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 01:13:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597217184274874369#m
489,489,上海市乌鲁木齐中路,11/28/2022,,"上海  此刻
 乌鲁木齐中路",,"<iframe src=""https://archive.org/embed/ip0WydXEAACUVV"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 01:13:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597217184274874369#m
490,490,浙江省杭州市,11/28/2022,,"杭州 20分钟前
 拿菊花的男子被带走",,"<iframe src=""https://archive.org/embed/ipr0goWAAYiy8c"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 12:38:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597208239753822210#m
491,491,浙江省杭州市,11/28/2022,,"杭州 20分钟前
 拿菊花的男子被带走",,"<iframe src=""https://archive.org/embed/ipr1upXkAk8KNG"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 12:38:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597208239753822210#m
492,492,上海市上海市,11/28/2022,,"上海 美罗城，平时营业到10点，刚刚通知8点全部清场，门店已经全部开始匆匆打烊，旁边徐家汇地铁站有不少警力和好几条警犬
目前其他商场还没有类似情况",,"<iframe src=""https://archive.org/embed/ipi7jeX0AAKA5N"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:57:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1597197945480544256#m
493,493,上海市上海市,11/28/2022,,"上海 美罗城，平时营业到10点，刚刚通知8点全部清场，门店已经全部开始匆匆打烊，旁边徐家汇地铁站有不少警力和好几条警犬
目前其他商场还没有类似情况",,"<iframe src=""https://archive.org/embed/ipjAk-WYAEHnfL"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:57:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1597197945480544256#m
494,494,上海市乌鲁木齐中路,11/28/2022,,上海 乌鲁木齐中路 约25分钟前,,"<iframe src=""https://archive.org/embed/ipht0wWQAEbApr"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:52:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597196633787273216#m
495,495,上海市乌鲁木齐中路,11/28/2022,,上海 乌鲁木齐中路 约25分钟前,,"<iframe src=""https://archive.org/embed/iphvKWX0AECrSE"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:52:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597196633787273216#m
496,496,上海市乌鲁木齐中路,11/28/2022,,上海 乌鲁木齐中路 约25分钟前,,"<iframe src=""https://archive.org/embed/iphxFdWQAgAz1T"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:52:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597196633787273216#m
497,497,上海市乌鲁木齐中路,11/28/2022,,上海 乌鲁木齐中路 约25分钟前,,"<iframe src=""https://archive.org/embed/iph0rqX0AIbi-Z"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:52:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597196633787273216#m
498,498,上海市上海市,11/28/2022,,上海 从外滩到人广  目前情况,,"<iframe src=""https://archive.org/embed/ipg9vcXwAItYqL"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:48:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1597195838391865344#m
499,499,上海市上海市,11/28/2022,,上海 从外滩到人广  目前情况,,"<iframe src=""https://archive.org/embed/ipg_oyWIAEBsB_"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:48:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1597195838391865344#m
500,500,浙江省杭州市,11/28/2022,,"杭州 凤起路地铁站
据投稿人称 一节车厢有五名安全员",,"<iframe src=""https://archive.org/embed/ipYlnNWIAA410P"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597186630800265216#m
501,501,浙江省杭州市,11/28/2022,,"杭州 凤起路地铁站
据投稿人称 一节车厢有五名安全员",,"<iframe src=""https://archive.org/embed/ipYqTQX0AAguDL"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1597186630800265216#m
502,502,香港特别行政区中环,11/28/2022,,香港 中环,,"<iframe src=""https://archive.org/embed/ipYVeXWIAAOY2V"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:10:00,李老师不是你李老师 twitter@whyyoutouzhele,People,香港特别行政区中环,"22.2818286,114.1582784",,https://twitter.com/whyyoutouzhele/status/1597186264520085505#m
503,503,香港特别行政区中环,11/28/2022,,香港 中环,,"<iframe src=""https://archive.org/embed/ipYZySWAAAN4E9"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:10:00,李老师不是你李老师 twitter@whyyoutouzhele,People,香港特别行政区中环,"22.2818286,114.1582784",,https://twitter.com/whyyoutouzhele/status/1597186264520085505#m
504,504,香港特别行政区中环,11/28/2022,,香港 中环,,"<iframe src=""https://archive.org/embed/ipYb6AWQAEC_3F"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 11:10:00,李老师不是你李老师 twitter@whyyoutouzhele,People,香港特别行政区中环,"22.2818286,114.1582784",,https://twitter.com/whyyoutouzhele/status/1597186264520085505#m
505,505,香港大学,11/28/2022,,今天 香港大学,,"<iframe src=""https://archive.org/embed/iosuEgXoAAd4DC"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 08:00:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,香港大学,"22.28269745,114.13845499995571",,https://twitter.com/whyyoutouzhele/status/1597138441279778818#m
506,506,香港大学,11/28/2022,,今天 香港大学,,"<iframe src=""https://archive.org/embed/ios5mfXoAAPaQd"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 08:00:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,香港大学,"22.28269745,114.13845499995571",,https://twitter.com/whyyoutouzhele/status/1597138441279778818#m
507,507,香港大学,11/28/2022,,今天 香港大学,,"<iframe src=""https://archive.org/embed/ios73qXgAAxk8D"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 08:00:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,香港大学,"22.28269745,114.13845499995571",,https://twitter.com/whyyoutouzhele/status/1597138441279778818#m
508,508,上海市金苑小区,11/28/2022,,"网友后续投稿
“集装箱”车转移至武康路安福路交叉路口，金苑小区有布控",,"<iframe src=""https://archive.org/embed/iokksGWYAE4IFP"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 07:24:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市金苑小区,"31.214939662886607, 121.44446895176546",,https://twitter.com/whyyoutouzhele/status/1597129363979653120#m
509,509,上海市金苑小区,11/28/2022,,"网友后续投稿
“集装箱”车转移至武康路安福路交叉路口，金苑小区有布控",,"<iframe src=""https://archive.org/embed/ioknxPWAAAIUnv"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 07:24:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市金苑小区,"31.214939662886607, 121.44446895176546",,https://twitter.com/whyyoutouzhele/status/1597129363979653120#m
510,510,北京 中央美术学院,11/28/2022,,北京 中央美术学院 今天,,"<iframe src=""https://archive.org/embed/ioTIxmXgAExtgK"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 06:08:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,北京 中央美术学院,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1597110197645824000#m
511,511,北京 中央美术学院,11/28/2022,,北京 中央美术学院 今天,,"<iframe src=""https://archive.org/embed/ioTM7dXwAA0yTx"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 06:08:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,北京 中央美术学院,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1597110197645824000#m
512,512,北京 中央美术学院,11/28/2022,,北京 中央美术学院 今天,,"<iframe src=""https://archive.org/embed/ioTQPRXEAAEh3o"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 06:08:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,北京 中央美术学院,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1597110197645824000#m
513,513,北京市亮马桥,11/27/2022,,"网友投稿
此刻 亮马桥外围 已经进不去了 ，车里有很多待命的警察",,"<iframe src=""https://archive.org/embed/ilvE58WQAI0qdz"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 06:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596929865923821568#m
514,514,北京市亮马桥,11/27/2022,,"网友投稿
此刻 亮马桥外围 已经进不去了 ，车里有很多待命的警察",,"<iframe src=""https://archive.org/embed/ilvKynX0AUpZxB"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 06:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596929865923821568#m
515,515,北京市亮马桥,11/27/2022,,"网友投稿
此刻 亮马桥外围 已经进不去了 ，车里有很多待命的警察",,"<iframe src=""https://archive.org/embed/ilvMk5XwAEonk4"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 06:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596929865923821568#m
516,516,北京市亮马桥,11/27/2022,,"亮马桥 消息补充
11点15左右，人群被警车拦住无法通过",,"<iframe src=""https://archive.org/embed/ilZkTPWIAIrZ4L"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 04:37:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596906189027102721#m
517,517,北京市亮马桥,11/27/2022,,"亮马桥 消息补充
11点15左右，人群被警车拦住无法通过",,"<iframe src=""https://archive.org/embed/ilZpFCWIAQOCy0"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 04:37:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596906189027102721#m
518,518,北京市亮马桥,11/27/2022,,"亮马桥 消息补充
11点15左右，人群被警车拦住无法通过",,"<iframe src=""https://archive.org/embed/ilZq-LWAAMpa1z"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 04:37:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596906189027102721#m
519,519,福建 闽江学院,11/27/2022,,福建 闽江学院,,"<iframe src=""https://archive.org/embed/ilOWzfWAAA_Bqs"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:48:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,福建 闽江学院,"26.0695362,119.16502226486209",,https://twitter.com/whyyoutouzhele/status/1596893771308101633#m
520,520,福建 闽江学院,11/27/2022,,福建 闽江学院,,"<iframe src=""https://archive.org/embed/ilOZHrXkAI5GeI"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:48:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,福建 闽江学院,"26.0695362,119.16502226486209",,https://twitter.com/whyyoutouzhele/status/1596893771308101633#m
521,521,北京市北京市,11/27/2022,,"北京 亮马河
据投稿人称 桥口可能已经封路",,"<iframe src=""https://archive.org/embed/ikysm1XEAAfGUu"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 01:48:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596863429801050112#m
522,522,北京市北京市,11/27/2022,,"北京 亮马河
据投稿人称 桥口可能已经封路",,"<iframe src=""https://archive.org/embed/ikywGzX0AIjT1R"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 01:48:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596863429801050112#m
523,523,上海师范大学,11/27/2022,,上海师范大学,,"<iframe src=""https://archive.org/embed/ikuZJKXwAIDGQe"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 01:29:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海师范大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596858658079612928#m
524,524,上海师范大学,11/27/2022,,上海师范大学,,"<iframe src=""https://archive.org/embed/ikucG4WIAAWRjv"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 01:29:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海师范大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596858658079612928#m
525,525,上海师范大学,11/27/2022,,上海师范大学,,"<iframe src=""https://archive.org/embed/ikudonXwAAH7uO"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 01:29:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海师范大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596858658079612928#m
526,526,上海师范大学,11/27/2022,,上海师范大学,,"<iframe src=""https://archive.org/embed/ikufCNX0AEUee2"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 01:29:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海师范大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596858658079612928#m
527,527,上海乌鲁木齐中路,11/27/2022,,"直播中显示，现场聚集了越来越多的民众
但是具体的路段未知",,"<iframe src=""https://archive.org/embed/ikZ7R0XkAEqWhO"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 12:00:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596836304750227457#m
528,528,上海乌鲁木齐中路,11/27/2022,,"直播中显示，现场聚集了越来越多的民众
但是具体的路段未知",,"<iframe src=""https://archive.org/embed/ikaCnnX0AAg1z4"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 12:00:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596836304750227457#m
529,529,上海 同济大学,11/27/2022,,上海 同济大学,,"<iframe src=""https://archive.org/embed/ikZJQgWAAImjcl"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 11:56:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海 同济大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596835255507619841#m
530,530,上海 同济大学,11/27/2022,,上海 同济大学,,"<iframe src=""https://archive.org/embed/ikZMuUXgAA9TAz"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 11:56:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海 同济大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596835255507619841#m
531,531,上海乌鲁木齐中路,11/27/2022,,直播显示，现场抓了一名男子,,"<iframe src=""https://archive.org/embed/ikYVJiX0AArKsQ"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 11:52:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596834357167071232#m
